Participant	Trial	Condition	Frame_ID	Word_pred	FFD_ms	GD_ms	TRT_ms
17	29	3	26	0.05	182.8	182.8	182.8
17	38	4	27	0	333	333	333
17	32	1	28	0	0	0	0
17	33	2	29	0	216.7	216.7	216.7
17	24	3	30	0.5	0	0	0
17	39	4	31	0	200	200	200
17	16	1	32	0.35	166.6	166.6	166.6
17	3	2	33	0	500.2	500.2	500.2
17	8	3	34	0.2	0	0	0
17	23	4	35	0.1	0	0	0
17	11	1	36	0.05	0	0	0
17	13	2	37	0.05	183.1	183.1	183.1
17	28	3	38	0.1	0	0	0
17	10	4	39	0.35	83.3	83.3	83.3
17	21	1	40	0.1	266.8	266.8	266.8
17	35	2	41	0.15	116.6	116.6	300.2
17	16	3	42	0	0	0	0
17	20	4	43	0.25	183.2	183.2	183.2
17	10	1	44	0	249.9	249.9	249.9
17	31	2	45	0	299.5	299.5	299.5
17	30	3	46	0.3	0	0	0
17	23	4	47	0	783.2	783.2	1483
17	8	1	48	0.1	166.7	166.7	166.7
17	25	2	49	0.1	166.6	166.6	399.7
17	17	3	50	0.9	249.7	249.7	249.7
17	21	4	51	0.9	216.6	216.6	216.6
17	27	1	52	0.65	249.9	249.9	249.9
17	1	2	53	0.1	449.8	449.8	449.8
17	18	3	54	0.95	0	0	0
17	12	4	55	0	483.3	483.3	700
17	5	1	56	0.6	166.6	166.6	166.6
17	33	2	57	0.4	183.4	183.4	183.4
17	6	3	58	0.65	0	0	0
17	26	4	59	0.8	166.5	166.5	449.7
17	32	1	60	0.1	383.2	383.2	383.2
17	36	2	61	0.05	250	250	250
17	28	3	62	0	783.1	783.1	1099.7
17	37	4	63	0.15	383.5	383.5	383.5
17	13	1	64	0	283.2	283.2	283.2
17	24	2	65	0	199.9	199.9	199.9
17	15	3	66	0.15	0	0	0
17	34	4	67	0.05	0	0	0
17	22	1	68	0.05	0	0	0
17	3	2	69	0	183.4	183.4	183.4
17	38	3	70	0.3	283.3	283.3	283.3
17	39	4	71	0.05	200	200	200
17	19	1	72	0.6	0	0	0
17	2	2	73	0	0	0	0
17	29	3	74	0	533.1	533.1	533.1
17	11	4	75	0.45	0	0	0
17	9	1	76	0	0	0	0
17	7	2	77	0	566.5	566.5	566.5
17	4	3	78	0.05	266.6	266.6	266.6
17	14	4	79	0.1	583.1	583.1	966.3
17	40	1	80	0.6	432.9	432.9	432.9
18	16	1	1	0	266.5	266.5	266.5
18	24	2	2	0.2	366.5	366.5	1182.8
18	36	3	3	0.2	349.8	349.8	349.8
18	21	4	4	0	316.6	316.6	316.6
18	33	1	5	0.4	283.3	283.3	283.3
18	40	2	6	0.95	216.7	216.7	216.7
18	15	3	7	0	383.2	383.2	1033.3
18	11	4	8	0.5	283.2	283.2	549.9
18	23	1	9	0	283.2	283.2	283.2
18	8	2	10	0.7	83.3	83.3	516.5
18	38	3	11	0.6	649.5	649.5	649.5
18	22	4	12	0.3	200	200	616.4
18	18	1	13	0.15	0	0	0
18	7	2	14	0.4	366.5	366.5	366.5
18	32	3	15	0	516.4	516.4	1182.9
18	34	4	16	0	399.8	399.8	399.8
18	20	1	17	0	249.9	249.9	249.9
18	4	2	18	0.3	199.9	199.9	199.9
18	10	3	19	0.8	449.9	449.9	733.3
18	12	4	20	0.05	683.1	683.1	683.1
18	13	1	21	0	166.6	166.6	349.8
18	25	2	22	0.45	283.3	283.3	283.3
18	19	3	23	0.15	300	716.5	716.5
18	17	3	24	0	549.9	549.9	983.1
18	30	1	25	0	266.6	266.6	266.6
18	1	2	26	0.05	0	0	0
18	27	3	27	0	166.3	432.9	432.9
18	35	4	28	0	383.3	383.3	383.3
18	5	1	29	0	199.9	199.9	199.9
18	3	2	30	0.5	266.7	266.7	266.7
18	14	3	31	0	132.9	132.9	132.9
18	2	4	32	0.35	249.9	249.9	649.9
18	31	1	33	0	233.1	233.1	233.1
18	28	2	34	0.2	383.2	949.7	949.7
18	37	3	35	0.1	266.6	266.6	266.6
18	26	4	36	0.05	849.6	1582.6	1582.6
18	9	1	37	0.05	266.5	266.5	266.5
18	29	2	38	0.1	0	0	0
18	39	3	39	0.35	216.6	999.7	999.7
18	6	4	40	0.1	299.9	299.9	299.9
18	4	1	41	0.15	316.6	316.6	316.6
18	19	2	42	0	349.9	349.9	349.9
18	28	3	43	0.25	399.9	399.9	883.1
18	32	4	44	0	100	700.1	700.1
18	14	1	45	0	182.9	182.9	182.9
18	12	2	46	0.3	299.8	299.8	766.2
18	24	3	47	0	917.2	917.2	917.2
18	18	4	48	0.1	433.2	433.2	433.2
18	6	1	49	0.1	216.4	216.4	649.6
18	38	2	50	0.9	283.2	283.2	783.4
18	7	1	51	0.9	0	0	0
18	40	4	52	0.65	200.5	200.5	200.5
18	23	1	53	0.1	449.9	449.9	449.9
18	31	2	54	0.95	349.8	349.8	349.8
18	39	3	55	0	449.9	449.9	533.4
18	33	4	56	0.6	233.3	799.5	799.5
18	34	1	57	0.4	216.9	216.9	216.9
18	27	2	58	0.65	449.8	449.8	449.8
18	17	3	59	0.8	233.1	233.1	233.1
18	3	4	60	0.1	766.5	766.5	1033
18	8	1	61	0.05	299.9	299.9	299.9
18	26	2	62	0	200.1	200.1	200.1
18	37	3	63	0.15	0	0	0
18	13	3	64	0	383.2	1049.6	1049.6
18	20	1	65	0	266.6	266.6	266.6
18	5	2	66	0.15	233.3	233.3	233.3
18	2	3	67	0.05	333.1	882.6	882.6
18	29	4	68	0.05	116.5	116.5	116.5
18	22	1	69	0	249.9	249.9	249.9
18	15	2	70	0.3	1016.3	1016.3	1016.3
18	16	3	71	0.05	299.8	299.8	299.8
18	1	4	72	0.6	383.2	383.2	633.1
18	9	1	73	0	316.6	316.6	316.6
18	35	2	74	0	166.6	299.9	299.9
18	11	3	75	0.45	299.9	299.9	299.9
18	25	4	76	0	183.3	416.4	1149.5
18	30	1	77	0	183	316.1	316.1
18	21	2	78	0.05	366.5	799.7	799.7
18	10	3	79	0.1	266.7	266.7	266.7
18	36	4	80	0.6	349.7	616.2	616.2
19	3	3	1	0	583.1	583.1	1599.4
19	31	4	2	0.2	416.4	416.4	416.4
19	26	1	3	0.2	450	450	450
19	6	2	4	0	1699.3	1699.3	2149
19	5	3	5	0.4	2931.9	2931.9	4031.4
19	2	4	6	0.95	932.9	932.9	1416
19	19	1	7	0	449.8	449.8	533.2
19	37	2	8	0.5	99.9	499.6	1749
19	33	3	9	0	349.8	1032.8	1715.9
19	32	4	10	0.7	1282.8	1282.8	1282.8
19	30	1	11	0.6	449.8	449.8	449.8
19	14	2	12	0.3	150	150	150
19	11	3	13	0.15	799.3	799.3	1465.7
19	21	4	14	0.4	1382.7	2998.7	2998.7
19	15	1	15	0	0	0	0
19	39	2	16	0	383.2	3715.7	3715.7
19	29	3	17	0	1132.9	2032.6	2599.1
19	13	4	18	0.3	399.9	1266.2	2731.6
19	7	1	19	0.8	0	0	0
19	36	2	20	0.05	333.1	333.1	1349.2
19	40	3	21	0	466.5	1016.3	1016.3
19	1	4	22	0.45	150	1482.8	1482.8
19	22	1	23	0.15	0	0	0
19	28	2	24	0	599.7	599.7	4298.5
19	27	3	25	0	1482.9	1482.9	1482.9
19	20	4	26	0.05	849.7	1632.8	2599.1
19	4	1	27	0	0	0	0
19	12	2	28	0	1032.9	3898.5	3898.5
19	35	3	29	0	166.6	166.6	250
19	34	4	30	0.5	333.2	333.2	2916.6
19	24	1	31	0	0	0	0
19	16	2	32	0.35	733	1300	1716.5
19	18	3	33	0	983	983	1849.3
19	9	4	34	0.2	2082.5	2282.4	2549.2
19	23	1	35	0.1	666.5	666.5	666.5
19	38	2	36	0.05	467.3	467.3	750.6
19	25	3	37	0.05	0	0	0
19	10	4	38	0.1	3315.4	5097.8	6898.2
19	17	1	39	0.35	0	0	0
19	8	2	40	0.1	2482.5	2482.5	2482.5
19	24	3	41	0.15	549.8	549.8	1882.3
19	29	4	42	0	883	1232.9	3498.7
19	20	1	43	0.25	1116.3	1116.3	1116.3
19	38	2	44	0	2298.8	3798.2	3798.2
19	37	3	45	0	483.2	1066.3	1066.3
19	15	4	46	0.3	716.4	1665.9	4980.9
19	23	1	47	0	332.8	332.8	332.8
19	30	2	48	0.1	1482.7	2415.9	2415.9
19	31	3	49	0.1	466.4	1466.2	2666.4
19	13	4	50	0.9	582.8	582.8	1382.4
19	19	1	51	0.9	733	733	733
19	3	2	52	0.65	850.2	850.2	850.2
19	2	3	53	0.1	416.6	1899.4	1899.4
19	25	4	54	0.95	766.5	2532.9	2532.9
19	22	1	55	0	783	783	783
19	21	2	56	0.6	2332.4	2549	2549
19	7	3	57	0.4	566.4	749.7	749.7
19	17	4	58	0.65	0	0	0
19	14	1	59	0.8	0	0	0
19	5	2	60	0.1	316.6	1815.9	1815.9
19	6	3	61	0.05	583.3	583.3	799.9
19	32	4	62	0	749.7	1166.2	1166.2
19	11	1	63	0.15	349.8	932.6	1132.5
19	16	2	64	0	700.9	700.9	700.9
19	4	3	65	0	533.1	533.1	533.1
19	26	4	66	0.15	399.9	866.3	1116.3
19	10	1	67	0.05	515.8	1265.5	1532.1
19	9	2	68	0.05	0	0	0
19	12	3	69	0	1032.9	2765.5	2765.5
19	34	4	70	0.3	566.4	1233.6	3132
19	18	1	71	0.05	798	798	798
19	40	2	72	0.6	1399.9	1399.9	1399.9
19	35	3	73	0	216.6	216.6	1216.2
19	36	4	74	0	749.7	749.7	749.7
19	28	1	75	0.45	399.8	399.8	399.8
19	1	2	76	0	699.7	1749.3	2915.5
19	27	3	77	0	949.7	1799.4	1799.4
19	39	4	78	0.05	1599.8	1916.3	4117
19	8	1	79	0.1	249.5	249.5	249.5
19	33	2	80	0.6	83.4	2116.3	2116.3
20	21	4	1	0	449.9	899.7	899.7
20	11	1	2	0.2	516.5	516.5	866.4
20	3	2	3	0.2	183.2	266.6	266.6
20	32	3	4	0	166.7	166.7	166.7
20	25	4	5	0.4	233.5	233.5	233.5
20	6	1	6	0.95	383.2	383.2	383.2
20	16	2	7	0	749.8	749.8	749.8
20	24	3	8	0.5	516.8	516.8	516.8
20	5	4	9	0	1016.3	1016.3	1016.3
20	22	1	10	0.7	449.8	449.8	449.8
20	20	2	11	0.6	716.3	716.3	716.3
20	13	3	12	0.3	433.5	433.5	433.5
20	23	4	13	0.15	599.8	599.8	599.8
20	33	1	14	0.4	0	0	0
20	28	2	15	0	200	516.6	749.9
20	36	3	16	0	416.4	416.4	416.4
20	14	4	17	0	349.9	349.9	933
20	1	1	18	0.3	233.1	233.1	849.7
20	10	2	19	0.8	699.8	699.8	699.8
20	17	3	20	0.05	699.7	699.7	699.7
20	39	4	21	0	533.6	1016.8	1600.1
20	27	1	22	0.45	549.8	549.8	866.3
20	34	2	23	0.15	733	733	1033
20	30	3	24	0	299.8	533.1	850
20	31	4	25	0	533.2	533.2	2713.6
20	7	1	26	0.05	249.7	249.7	383
20	4	2	27	0	816.4	816.4	2065.9
20	37	3	28	0	566.1	566.1	1449.2
20	29	4	29	0	1116.3	1116.3	1832.7
20	9	1	30	0.5	233.3	233.3	233.3
20	18	2	31	0	383.2	1165.9	2948.1
20	15	3	32	0.35	932.7	932.7	932.7
20	38	4	33	0	1282.8	1282.8	4148.5
20	26	1	34	0.2	0	0	0
20	8	2	35	0.1	416.4	416.4	716.2
20	35	3	36	0.05	266.5	266.5	266.5
20	40	4	37	0.05	299.9	299.9	449.8
20	2	1	38	0.1	300	516.6	516.6
20	12	2	39	0.35	249.9	249.9	249.9
20	19	3	40	0.1	767.4	767.4	767.4
20	10	4	41	0.15	483.1	1149.6	2832.9
20	38	1	42	0	99.9	99.9	99.9
20	3	2	43	0.25	216.6	849.6	849.6
20	22	3	44	0	0	0	0
20	34	4	45	0	0	0	0
20	11	1	46	0.3	483.2	483.2	483.2
20	19	2	47	0	0	0	0
20	4	3	48	0.1	250	250	250
20	18	4	49	0.1	699.7	699.7	1316.1
20	14	1	50	0.9	166.5	166.5	166.5
20	9	2	51	0.9	0	0	0
20	25	3	52	0.65	133.2	349.7	349.7
20	16	4	53	0.1	116.6	266.5	1199.2
20	29	1	54	0.95	183.2	183.2	183.2
20	21	2	55	0	100.7	634.2	1117
20	40	3	56	0.6	399.9	399.9	399.9
20	32	4	57	0.4	182.8	182.8	516.1
20	33	1	58	0.65	0	0	0
20	27	2	59	0.8	249.4	249.4	249.4
20	1	3	60	0.1	0	0	0
20	2	4	61	0.05	150	150	633.1
20	28	1	62	0	116.7	116.7	533.3
20	23	2	63	0.15	132.9	299.4	299.4
20	37	3	64	0	149.9	533.1	699.8
20	15	4	65	0	0	0	0
20	31	1	66	0.15	249.9	366.7	366.7
20	30	2	67	0.05	349.9	349.9	349.9
20	24	3	68	0.05	83.2	433.3	433.3
20	26	4	69	0	233.2	233.2	316
20	13	1	70	0.3	0	0	0
20	17	2	71	0.05	216.6	599.8	1216.9
20	36	3	72	0.6	233.2	682.8	682.8
20	5	4	73	0	299.9	299.9	299.9
20	6	1	74	0	283.2	283.2	283.2
20	12	2	75	0.45	83.3	233.2	233.2
20	7	3	76	0	266.6	666.5	666.5
20	39	4	77	0	399.9	783.1	1332.8
20	20	1	78	0.05	250	250	533
20	8	2	79	0.1	0	0	0
20	35	3	80	0.6	433.6	433.6	433.6
21	40	1	1	0	283.1	283.1	283.1
21	1	2	2	0.2	199.9	199.9	1666.2
21	9	3	3	0.2	216.6	666.4	666.4
21	35	4	4	0	183.4	183.4	467.2
21	10	1	5	0.4	150.1	150.1	150.1
21	32	2	6	0.95	715.9	715.9	715.9
21	36	3	7	0	483.3	483.3	483.3
21	19	4	8	0.5	233.3	849.5	1349.3
21	24	1	9	0	233.3	233.3	233.3
21	37	2	10	0.7	149.4	149.4	715.7
21	33	3	11	0.6	766.4	766.4	766.4
21	25	4	12	0.3	150	150	933.1
21	13	1	13	0.15	183.3	183.3	183.3
21	3	2	14	0.4	199.9	199.9	966.3
21	16	3	15	0	266.1	1299.4	1299.4
21	29	4	16	0	232.6	232.6	2813.9
21	28	1	17	0	166.7	166.7	367.3
21	6	2	18	0.3	83.3	83.3	349.4
21	26	3	19	0.8	266.6	849.8	1183.1
21	30	4	20	0.05	183.2	183.2	882.9
21	20	1	21	0	0	0	0
21	38	2	22	0.45	649.7	1082.9	1082.9
21	23	3	23	0.15	149.9	666.4	666.4
21	21	3	24	0	283.1	916.2	999.3
21	31	1	25	0	150	150	150
21	17	2	26	0.05	216	216	216
21	22	3	27	0	249.9	466.5	949.7
21	2	4	28	0	100	100	466.3
21	5	1	29	0	166.7	166.7	799.7
21	34	2	30	0.5	166.4	166.4	166.4
21	39	3	31	0	499.7	499.7	499.7
21	15	4	32	0.35	466.5	466.5	950.2
21	7	1	33	0	133.3	133.3	133.3
21	4	2	34	0.2	266.4	266.4	1182.2
21	14	3	35	0.1	799.7	799.7	799.7
21	12	4	36	0.05	616.5	616.5	1516.3
21	27	1	37	0.05	166.6	166.6	283.3
21	8	2	38	0.1	249.9	916.3	916.3
21	18	3	39	0.35	283.2	283.2	733
21	11	4	40	0.1	383.1	383.1	383.1
21	11	1	41	0.15	0	0	0
21	24	2	42	0	583	583	1632.6
21	6	3	43	0.25	299.9	299.9	299.9
21	28	4	44	0	233.3	233.3	1116.6
21	12	1	45	0	166.6	166.6	166.6
21	26	2	46	0.3	899.3	899.3	899.3
21	17	3	47	0	900	900	900
21	9	4	48	0.1	483.2	483.2	483.2
21	34	1	49	0.1	233.3	233.3	233.3
21	13	2	50	0.9	183.3	183.3	183.3
21	14	1	51	0.9	349.8	349.8	1099.2
21	36	4	52	0.65	649.8	649.8	649.8
21	20	1	53	0.1	266.5	266.5	266.5
21	29	2	54	0.95	166.6	166.6	933
21	8	3	55	0	916.8	916.8	916.8
21	4	4	56	0.6	866.8	866.8	866.8
21	38	1	57	0.4	300.2	300.2	300.2
21	3	2	58	0.65	216.8	216.8	933
21	30	3	59	0.8	333.2	333.2	333.2
21	5	4	60	0.1	949.6	1782.6	1782.6
21	16	1	61	0.05	332.9	332.9	332.9
21	1	2	62	0	516.6	516.6	982.6
21	7	3	63	0.15	216.6	216.6	733.5
21	31	3	64	0	599.5	1216	1216
21	2	1	65	0	0	0	0
21	25	2	66	0.15	433.5	433.5	733.3
21	33	3	67	0.05	416.5	949.6	949.6
21	10	4	68	0.05	216.6	1616	1616
21	15	1	69	0	166.6	166.6	166.6
21	19	2	70	0.3	216.6	216.6	216.6
21	32	3	71	0.05	516.4	1232.8	1232.8
21	27	4	72	0.6	0	0	0
21	39	1	73	0	166.6	166.6	166.6
21	23	2	74	0	400.1	950	950
21	35	3	75	0.45	116.6	116.6	583.1
21	21	4	76	0	1024.7	1024.7	1024.7
21	18	1	77	0	200	200	200
21	40	2	78	0.05	383.3	383.3	1332.5
21	22	3	79	0.1	183.1	932.8	932.8
21	37	4	80	0.6	483.2	483.2	2265.8
22	24	2	1	0	366.5	366.5	366.5
22	21	3	2	0.2	249.9	933	933
22	26	4	3	0.2	0	0	0
22	4	1	4	0	216.6	216.6	216.6
22	36	2	5	0.4	0	0	0
22	19	3	6	0.95	733	733	733
22	29	4	7	0	599.7	599.7	599.7
22	25	2	8	0.5	282.8	282.8	282.8
22	17	2	9	0	199.9	199.9	199.9
22	34	3	10	0.7	716.5	716.5	716.5
22	23	4	11	0.6	233.2	233.2	583.1
22	5	1	12	0.3	150	150	150
22	11	2	13	0.15	0	0	0
22	9	3	14	0.4	549.9	549.9	549.9
22	30	4	15	0	399.8	399.8	399.8
22	22	1	16	0	233.7	233.7	416.4
22	35	2	17	0	548.5	548.5	548.5
22	40	3	18	0.3	383.1	1132.7	1132.7
22	2	4	19	0.8	302.1	302.1	1151.1
22	13	1	20	0.05	267	267	267
22	18	2	21	0	266.6	266.6	266.6
22	39	3	22	0.45	0	0	0
22	10	4	23	0.15	732.7	732.7	732.7
22	20	1	24	0	433.2	549.9	549.9
22	1	2	25	0	466.5	466.5	466.5
22	33	3	26	0.05	516.6	516.6	516.6
22	6	4	27	0	249.5	249.5	516
22	12	1	28	0	549.8	549.8	549.8
22	7	2	29	0	216.5	216.5	216.5
22	32	3	30	0.5	883	1232.8	1232.8
22	27	4	31	0	883	883	883
22	31	1	32	0.35	233.3	233.3	233.3
22	8	2	33	0	199.8	199.8	1099.6
22	15	3	34	0.2	782.9	782.9	782.9
22	14	4	35	0.1	1549.1	1549.1	1549.1
22	37	1	36	0.05	200.4	200.4	200.4
22	3	2	37	0.05	216.5	216.5	216.5
22	38	3	38	0.1	533.1	533.1	533.1
22	16	4	39	0.35	633.1	633.1	633.1
22	28	1	40	0.1	599.8	599.8	599.8
22	38	2	41	0.15	482.8	482.8	482.8
22	5	3	42	0	1099.7	1099.7	1099.7
22	4	4	43	0.25	1766	1766	1766
22	24	1	44	0	616.3	616.3	616.3
22	17	2	45	0	216.5	216.5	216.5
22	9	3	46	0.3	433.1	433.1	816
22	1	4	47	0	900.1	900.1	900.1
22	19	1	48	0.1	283.5	283.5	283.5
22	18	2	49	0.1	699.7	699.7	699.7
22	20	3	50	0.9	0	0	0
22	33	4	51	0.9	699.7	699.7	699.7
22	34	1	52	0.65	366.5	366.5	366.5
22	22	2	53	0.1	416.5	499.8	499.8
22	6	3	54	0.95	599.6	599.6	599.6
22	39	4	55	0	516.4	516.4	516.4
22	7	1	56	0.6	416.4	416.4	416.4
22	25	2	57	0.4	0	0	0
22	36	3	58	0.65	1266.1	1266.1	1266.1
22	35	4	59	0.8	499.5	499.5	832.7
22	15	1	60	0.1	633.2	633.2	633.2
22	27	2	61	0.05	1349.4	1349.4	1349.4
22	14	3	62	0	466.4	466.4	466.4
22	11	4	63	0.15	0	0	0
22	13	1	64	0	716.5	716.5	716.5
22	37	2	65	0	0	0	0
22	29	3	66	0.15	799.6	799.6	799.6
22	32	4	67	0.05	533.6	533.6	533.6
22	8	1	68	0.05	166.6	166.6	166.6
22	12	2	69	0	199.9	199.9	199.9
22	3	3	70	0.3	833.4	833.4	833.4
22	21	4	71	0.05	449.7	1349.5	1349.5
22	31	1	72	0.6	0	0	0
22	2	2	73	0	1299.7	1299.7	1299.7
22	30	3	74	0	283.7	283.7	683.7
22	16	4	75	0.45	899.7	899.7	899.7
22	10	1	76	0	0	0	0
22	26	2	77	0	616.3	616.3	849.6
22	40	3	78	0.05	599.8	599.8	599.8
22	23	4	79	0.1	1899.2	1899.2	1899.2
22	28	1	80	0.6	216.5	216.5	216.5
23	35	3	1	0	116.6	116.6	116.6
23	17	4	2	0.2	183.2	183.2	183.2
23	4	1	3	0.2	0	0	0
23	25	2	4	0	199.9	199.9	199.9
23	10	3	5	0.4	533.1	533.1	533.1
23	9	4	6	0.95	0	0	0
23	34	1	7	0	100	182.9	316.2
23	3	2	8	0.5	316.5	316.5	316.5
23	36	3	9	0	199.9	199.9	199.9
23	39	4	10	0.7	199.3	199.3	199.3
23	38	1	11	0.6	0	0	0
23	7	2	12	0.3	0	0	0
23	12	3	13	0.15	533	533	533
23	32	4	14	0.4	516.5	516.5	516.5
23	26	1	15	0	216.6	216.6	216.6
23	6	2	16	0	166.6	166.6	166.6
23	33	3	17	0	83	566.2	566.2
23	14	4	18	0.3	200.5	200.5	200.5
23	19	1	19	0.8	0	0	0
23	29	2	20	0.05	200	200	200
23	28	3	21	0	0	0	0
23	20	4	22	0.45	0	0	0
23	24	1	23	0.15	0	0	0
23	22	2	24	0	233.3	233.3	233.3
23	27	3	25	0	0	0	0
23	15	4	26	0.05	333.2	333.2	333.2
23	30	1	27	0	199.8	199.8	199.8
23	21	2	28	0	316.6	316.6	316.6
23	2	3	29	0	0	0	0
23	31	4	30	0.5	283.1	283.1	283.1
23	8	1	31	0	216.6	216.6	216.6
23	5	2	32	0.35	199.4	199.4	199.4
23	11	3	33	0	216.7	216.7	216.7
23	37	4	34	0.2	199.9	199.9	199.9
23	1	1	35	0.1	0	0	0
23	23	2	36	0.05	0	0	0
23	18	3	37	0.05	166.6	166.6	166.6
23	40	4	38	0.1	266.5	266.5	266.5
23	16	1	39	0.35	0	0	0
23	13	2	40	0.1	0	0	0
23	11	3	41	0.15	649.7	649.7	649.7
23	6	4	42	0	733.1	733.1	733.1
23	13	1	43	0.25	516.5	716.4	716.4
23	19	2	44	0	366.5	549.8	549.8
23	37	3	45	0	483	483	483
23	26	4	46	0.3	299.8	299.8	649.9
23	17	1	47	0	0	0	0
23	18	2	48	0.1	0	0	0
23	28	3	49	0.1	316.6	316.6	316.6
23	7	4	50	0.9	449.8	449.8	449.8
23	14	1	51	0.9	216.6	216.6	216.6
23	33	2	52	0.65	0	0	0
23	2	3	53	0.1	616.4	783	783
23	34	4	54	0.95	199.9	199.9	199.9
23	32	1	55	0	183.3	183.3	183.3
23	9	2	56	0.6	367	367	367
23	3	3	57	0.4	666.5	666.5	666.5
23	40	4	58	0.65	0	0	0
23	36	1	59	0.8	216.5	216.5	216.5
23	20	2	60	0.1	216.7	417	417
23	29	3	61	0.05	233.5	233.5	233.5
23	23	4	62	0	533.2	883.2	883.2
23	21	1	63	0.15	0	0	0
23	5	2	64	0	116.7	116.7	116.7
23	10	3	65	0	345.3	345.3	345.3
23	39	4	66	0.15	233.3	233.3	233.3
23	16	1	67	0.05	516.1	516.1	516.1
23	25	2	68	0.05	133.2	133.2	133.2
23	15	3	69	0	200.4	200.4	200.4
23	35	4	70	0.3	0	0	0
23	38	1	71	0.05	83.6	83.6	83.6
23	24	2	72	0.6	0	0	0
23	27	3	73	0	266.5	266.5	266.5
23	1	4	74	0	433.2	433.2	433.2
23	30	1	75	0.45	0	0	0
23	8	2	76	0	483.2	483.2	483.2
23	4	3	77	0	516.7	1183.2	1183.2
23	12	4	78	0.05	583.1	583.1	583.1
23	31	1	79	0.1	0	0	0
23	22	2	80	0.6	483.1	483.1	716.4
24	22	4	1	0	233.1	233.1	565.9
24	26	1	2	0.2	233.3	233.3	899.8
24	35	2	3	0.2	150	150	150
24	38	3	4	0	800	800	800
24	5	4	5	0.4	849.8	1199.7	1199.7
24	1	1	6	0.95	0	0	0
24	9	2	7	0	0	0	0
24	10	3	8	0.5	549.9	549.9	966.5
24	19	4	9	0	199.8	199.8	1882.6
24	2	1	10	0.7	300.4	300.4	300.4
24	14	2	11	0.6	716.4	716.4	1016.3
24	40	3	12	0.3	316.5	516.3	749.4
24	28	4	13	0.15	466.5	1049.7	1049.7
24	15	1	14	0.4	200	200	433.3
24	3	2	15	0	0	0	0
24	13	3	16	0	216.6	533.2	533.2
24	4	4	17	0	1782.7	1782.7	6898.2
24	36	1	18	0.3	466.5	466.5	466.5
24	11	2	19	0.8	316.5	316.5	2382.4
24	12	3	20	0.05	316.8	1499.8	1499.8
24	6	4	21	0	849.7	849.7	1616.1
24	23	1	22	0.45	766.5	766.5	766.5
24	32	2	23	0.15	383.2	383.2	816.7
24	7	3	24	0	0	0	0
24	24	4	25	0	216.3	216.3	3731.4
24	37	1	26	0.05	266.7	266.7	266.7
24	29	2	27	0	200.3	200.3	533.2
24	34	3	28	0	550	1449.6	1449.6
24	31	4	29	0	249.9	249.9	249.9
24	21	1	30	0.5	299.9	299.9	299.9
24	39	2	31	0	216.7	216.7	3032.4
24	17	3	32	0.35	816.3	1348.8	1348.8
24	18	4	33	0	133.3	133.3	133.3
24	27	1	34	0.2	266.6	266.6	266.6
24	8	2	35	0.1	200	200	200
24	30	3	36	0.05	316.6	316.6	1049.2
24	20	4	37	0.05	383.3	383.3	383.3
24	25	1	38	0.1	199.9	199.9	199.9
24	33	2	39	0.35	466.6	466.6	466.6
24	16	3	40	0.1	899.6	899.6	1149.5
24	8	4	41	0.15	1249.8	1699.7	4765.8
24	30	1	42	0	249.9	249.9	516.5
24	6	2	43	0.25	232.5	232.5	482.4
24	26	3	44	0	766.5	766.5	2082.7
24	1	4	45	0	616.4	866.4	1349.5
24	17	1	46	0.3	266.5	266.5	266.5
24	7	2	47	0	299.8	1282.6	1682.2
24	39	3	48	0.1	533	533	1366
24	22	4	49	0.1	482.8	482.8	2398.3
24	12	1	50	0.9	316.3	516.2	832.7
24	20	2	51	0.9	249.8	249.8	482.4
24	18	3	52	0.65	833	1299.5	1299.5
24	34	4	53	0.1	333.2	333.2	483.5
24	36	1	54	0.95	316.6	316.6	316.6
24	38	2	55	0	1049.4	1049.4	2565.5
24	16	3	56	0.6	316.7	316.7	783.4
24	2	4	57	0.4	249.9	249.9	932.9
24	35	1	58	0.65	800.1	800.1	800.1
24	33	2	59	0.8	219	219	219
24	19	3	60	0.1	666.5	666.5	666.5
24	31	4	61	0.05	399.9	899.6	2648.8
24	29	1	62	0	466.5	466.5	1232.9
24	11	2	63	0.15	0	0	0
24	9	3	64	0	583.1	583.1	1666.2
24	32	4	65	0	233.3	233.3	599.6
24	21	1	66	0.15	199.9	199.9	366.9
24	5	2	67	0.05	83.3	83.3	1332.4
24	13	3	68	0.05	500.3	1183.2	1183.2
24	37	4	69	0	399.7	399.7	1982.3
24	23	1	70	0.3	233.3	233.3	233.3
24	10	2	71	0.05	1499.4	1499.4	1682.7
24	14	3	72	0.6	533.1	533.1	782.7
24	28	4	73	0	749.2	749.2	2881.6
24	15	1	74	0	333.1	333.1	333.1
24	3	2	75	0.45	549.8	1132.9	1132.9
24	4	3	76	0	683.1	683.1	1432.6
24	25	4	77	0	199.9	199.9	3031.1
24	40	1	78	0.05	466.5	466.5	466.5
24	24	2	79	0.1	933	1782.7	2515.6
24	27	3	80	0.6	366.5	366.5	2449
25	10	1	1	0	583.1	583.1	583.1
25	15	2	2	0.2	1482.7	1482.7	1482.7
25	24	3	3	0.2	916.4	916.4	1332.6
25	36	4	4	0	1199.4	1199.4	1199.4
25	26	1	5	0.4	233.5	233.5	800
25	1	2	6	0.95	916.3	916.3	916.3
25	8	3	7	0	1632.7	1632.7	2549.1
